time_arrival,time_departure,created_at,schedule_id,station_route_id,updated_at,description,direction
05:50:00,05:51:00,2025-07-21 11:33:28.592088,25,11,2025-07-21 11:33:28.592088,Chuyến đi lúc 05:30 - Trạm,forward
05:52:00,05:53:00,2025-07-21 11:33:28.991275,26,12,2025-07-21 11:33:28.991275,Chuyến đi lúc 05:30 - Trạm,forward
05:54:00,05:55:00,2025-07-21 11:33:29.528109,27,13,2025-07-21 11:33:29.528109,Chuyến đi lúc 05:30 - Trạm,forward
05:56:00,05:57:00,2025-07-21 11:33:29.816775,28,14,2025-07-21 11:33:29.816775,Chuyến đi lúc 05:30 - Trạm,forward
06:00:00,06:01:00,2025-07-21 11:33:30.128835,29,1,2025-07-21 11:33:30.128835,Chuyến đi lúc 06:00 - Trạm,forward
06:02:00,06:03:00,2025-07-21 11:33:30.425736,30,2,2025-07-21 11:33:30.425736,Chuyến đi lúc 06:00 - Trạm,forward
06:04:00,06:05:00,2025-07-21 11:33:30.962727,31,3,2025-07-21 11:33:30.962727,Chuyến đi lúc 06:00 - Trạm,forward
06:06:00,06:07:00,2025-07-21 11:33:31.48187,32,4,2025-07-21 11:33:31.48187,Chuyến đi lúc 06:00 - Trạm,forward
06:08:00,06:09:00,2025-07-21 11:33:31.868427,33,5,2025-07-21 11:33:31.868427,Chuyến đi lúc 06:00 - Trạm,forward
06:10:00,06:11:00,2025-07-21 11:33:32.176282,34,6,2025-07-21 11:33:32.176282,Chuyến đi lúc 06:00 - Trạm,forward
06:12:00,06:13:00,2025-07-21 11:33:32.430529,35,7,2025-07-21 11:33:32.430529,Chuyến đi lúc 06:00 - Trạm,forward
06:14:00,06:15:00,2025-07-21 11:33:32.786105,36,8,2025-07-21 11:33:32.786105,Chuyến đi lúc 06:00 - Trạm,forward
06:16:00,06:17:00,2025-07-21 11:33:33.095386,37,9,2025-07-21 11:33:33.095386,Chuyến đi lúc 06:00 - Trạm,forward
06:18:00,06:19:00,2025-07-21 11:33:33.535815,38,10,2025-07-21 11:33:33.535815,Chuyến đi lúc 06:00 - Trạm,forward
06:20:00,06:21:00,2025-07-21 11:33:33.916425,39,11,2025-07-21 11:33:33.916425,Chuyến đi lúc 06:00 - Trạm,forward
06:22:00,06:23:00,2025-07-21 11:33:34.336654,40,12,2025-07-21 11:33:34.336654,Chuyến đi lúc 06:00 - Trạm,forward
06:24:00,06:25:00,2025-07-21 11:33:34.73323,41,13,2025-07-21 11:33:34.73323,Chuyến đi lúc 06:00 - Trạm,forward
06:26:00,06:27:00,2025-07-21 11:33:35.138632,42,14,2025-07-21 11:33:35.138632,Chuyến đi lúc 06:00 - Trạm,forward
06:30:00,06:31:00,2025-07-21 11:33:35.457066,43,1,2025-07-21 11:33:35.457066,Chuyến đi lúc 06:30 - Trạm,forward
06:32:00,06:33:00,2025-07-21 11:33:35.756127,44,2,2025-07-21 11:33:35.756127,Chuyến đi lúc 06:30 - Trạm,forward
06:34:00,06:35:00,2025-07-21 11:33:36.095808,45,3,2025-07-21 11:33:36.095808,Chuyến đi lúc 06:30 - Trạm,forward
06:36:00,06:37:00,2025-07-21 11:33:36.513507,46,4,2025-07-21 11:33:36.513507,Chuyến đi lúc 06:30 - Trạm,forward
06:38:00,06:39:00,2025-07-21 11:33:37.213451,47,5,2025-07-21 11:33:37.213451,Chuyến đi lúc 06:30 - Trạm,forward
06:40:00,06:41:00,2025-07-21 11:33:37.640646,48,6,2025-07-21 11:33:37.640646,Chuyến đi lúc 06:30 - Trạm,forward
06:42:00,06:43:00,2025-07-21 11:33:38.220355,49,7,2025-07-21 11:33:38.220355,Chuyến đi lúc 06:30 - Trạm,forward
06:44:00,06:45:00,2025-07-21 11:33:39.451151,50,8,2025-07-21 11:33:39.451151,Chuyến đi lúc 06:30 - Trạm,forward
06:46:00,06:47:00,2025-07-21 11:33:40.060203,51,9,2025-07-21 11:33:40.060203,Chuyến đi lúc 06:30 - Trạm,forward
06:48:00,06:49:00,2025-07-21 11:33:40.469936,52,10,2025-07-21 11:33:40.469936,Chuyến đi lúc 06:30 - Trạm,forward
06:50:00,06:51:00,2025-07-21 11:33:41.016502,53,11,2025-07-21 11:33:41.016502,Chuyến đi lúc 06:30 - Trạm,forward
06:52:00,06:53:00,2025-07-21 11:33:41.698394,54,12,2025-07-21 11:33:41.698394,Chuyến đi lúc 06:30 - Trạm,forward
06:54:00,06:55:00,2025-07-21 11:33:42.110243,55,13,2025-07-21 11:33:42.110243,Chuyến đi lúc 06:30 - Trạm,forward
06:56:00,06:57:00,2025-07-21 11:33:42.827559,56,14,2025-07-21 11:33:42.827559,Chuyến đi lúc 06:30 - Trạm,forward
07:00:00,07:01:00,2025-07-21 11:33:43.476157,57,1,2025-07-21 11:33:43.476157,Chuyến đi lúc 07:00 - Trạm,forward
07:02:00,07:03:00,2025-07-21 11:33:44.056334,58,2,2025-07-21 11:33:44.056334,Chuyến đi lúc 07:00 - Trạm,forward
07:04:00,07:05:00,2025-07-21 11:33:44.778481,59,3,2025-07-21 11:33:44.778481,Chuyến đi lúc 07:00 - Trạm,forward
07:06:00,07:07:00,2025-07-21 11:33:45.180941,60,4,2025-07-21 11:33:45.180941,Chuyến đi lúc 07:00 - Trạm,forward
07:08:00,07:09:00,2025-07-21 11:33:45.915889,61,5,2025-07-21 11:33:45.915889,Chuyến đi lúc 07:00 - Trạm,forward
07:10:00,07:11:00,2025-07-21 11:33:46.63192,62,6,2025-07-21 11:33:46.63192,Chuyến đi lúc 07:00 - Trạm,forward
07:12:00,07:13:00,2025-07-21 11:33:47.12317,63,7,2025-07-21 11:33:47.12317,Chuyến đi lúc 07:00 - Trạm,forward
07:14:00,07:15:00,2025-07-21 11:33:47.855846,64,8,2025-07-21 11:33:47.855846,Chuyến đi lúc 07:00 - Trạm,forward
07:16:00,07:17:00,2025-07-21 11:33:48.268385,65,9,2025-07-21 11:33:48.268385,Chuyến đi lúc 07:00 - Trạm,forward
07:18:00,07:19:00,2025-07-21 11:33:48.714893,66,10,2025-07-21 11:33:48.714893,Chuyến đi lúc 07:00 - Trạm,forward
07:20:00,07:21:00,2025-07-21 11:33:49.080914,67,11,2025-07-21 11:33:49.080914,Chuyến đi lúc 07:00 - Trạm,forward
07:22:00,07:23:00,2025-07-21 11:33:49.693803,68,12,2025-07-21 11:33:49.693803,Chuyến đi lúc 07:00 - Trạm,forward
07:24:00,07:25:00,2025-07-21 11:33:50.20915,69,13,2025-07-21 11:33:50.20915,Chuyến đi lúc 07:00 - Trạm,forward
07:26:00,07:27:00,2025-07-21 11:33:50.855223,70,14,2025-07-21 11:33:50.855223,Chuyến đi lúc 07:00 - Trạm,forward
07:30:00,07:31:00,2025-07-21 11:33:51.437491,71,1,2025-07-21 11:33:51.437491,Chuyến đi lúc 07:30 - Trạm,forward
07:32:00,07:33:00,2025-07-21 11:33:52.046595,72,2,2025-07-21 11:33:52.046595,Chuyến đi lúc 07:30 - Trạm,forward
07:34:00,07:35:00,2025-07-21 11:33:52.664406,73,3,2025-07-21 11:33:52.664406,Chuyến đi lúc 07:30 - Trạm,forward
07:36:00,07:37:00,2025-07-21 11:33:53.321831,74,4,2025-07-21 11:33:53.321831,Chuyến đi lúc 07:30 - Trạm,forward
07:38:00,07:39:00,2025-07-21 11:33:54.221993,75,5,2025-07-21 11:33:54.221993,Chuyến đi lúc 07:30 - Trạm,forward
07:40:00,07:41:00,2025-07-21 11:33:54.546107,76,6,2025-07-21 11:33:54.546107,Chuyến đi lúc 07:30 - Trạm,forward
07:42:00,07:43:00,2025-07-21 11:33:55.030678,77,7,2025-07-21 11:33:55.030678,Chuyến đi lúc 07:30 - Trạm,forward
07:44:00,07:45:00,2025-07-21 11:33:55.630398,78,8,2025-07-21 11:33:55.630398,Chuyến đi lúc 07:30 - Trạm,forward
07:46:00,07:47:00,2025-07-21 11:33:56.136761,79,9,2025-07-21 11:33:56.136761,Chuyến đi lúc 07:30 - Trạm,forward
07:48:00,07:49:00,2025-07-21 11:33:56.749775,80,10,2025-07-21 11:33:56.749775,Chuyến đi lúc 07:30 - Trạm,forward
07:50:00,07:51:00,2025-07-21 11:33:57.473979,81,11,2025-07-21 11:33:57.473979,Chuyến đi lúc 07:30 - Trạm,forward
07:52:00,07:53:00,2025-07-21 11:33:58.395272,82,12,2025-07-21 11:33:58.395272,Chuyến đi lúc 07:30 - Trạm,forward
07:54:00,07:55:00,2025-07-21 11:33:59.826735,83,13,2025-07-21 11:33:59.826735,Chuyến đi lúc 07:30 - Trạm,forward
07:56:00,07:57:00,2025-07-21 11:34:00.773062,84,14,2025-07-21 11:34:00.773062,Chuyến đi lúc 07:30 - Trạm,forward
08:00:00,08:01:00,2025-07-21 11:34:01.774509,85,1,2025-07-21 11:34:01.774509,Chuyến đi lúc 08:00 - Trạm,forward
08:02:00,08:03:00,2025-07-21 11:34:02.311165,86,2,2025-07-21 11:34:02.311165,Chuyến đi lúc 08:00 - Trạm,forward
08:04:00,08:05:00,2025-07-21 11:34:02.916084,87,3,2025-07-21 11:34:02.916084,Chuyến đi lúc 08:00 - Trạm,forward
08:06:00,08:07:00,2025-07-21 11:34:03.305826,88,4,2025-07-21 11:34:03.305826,Chuyến đi lúc 08:00 - Trạm,forward
08:08:00,08:09:00,2025-07-21 11:34:03.611964,89,5,2025-07-21 11:34:03.611964,Chuyến đi lúc 08:00 - Trạm,forward
08:10:00,08:11:00,2025-07-21 11:34:04.020801,90,6,2025-07-21 11:34:04.020801,Chuyến đi lúc 08:00 - Trạm,forward
08:12:00,08:13:00,2025-07-21 11:34:04.469077,91,7,2025-07-21 11:34:04.469077,Chuyến đi lúc 08:00 - Trạm,forward
08:14:00,08:15:00,2025-07-21 11:34:05.264965,92,8,2025-07-21 11:34:05.264965,Chuyến đi lúc 08:00 - Trạm,forward
08:16:00,08:17:00,2025-07-21 11:34:05.712029,93,9,2025-07-21 11:34:05.712029,Chuyến đi lúc 08:00 - Trạm,forward
08:18:00,08:19:00,2025-07-21 11:34:06.228809,94,10,2025-07-21 11:34:06.228809,Chuyến đi lúc 08:00 - Trạm,forward
08:20:00,08:21:00,2025-07-21 11:34:06.58659,95,11,2025-07-21 11:34:06.58659,Chuyến đi lúc 08:00 - Trạm,forward
08:22:00,08:23:00,2025-07-21 11:34:06.997991,96,12,2025-07-21 11:34:06.997991,Chuyến đi lúc 08:00 - Trạm,forward
08:24:00,08:25:00,2025-07-21 11:34:07.405693,97,13,2025-07-21 11:34:07.405693,Chuyến đi lúc 08:00 - Trạm,forward
08:26:00,08:27:00,2025-07-21 11:34:07.813618,98,14,2025-07-21 11:34:07.813618,Chuyến đi lúc 08:00 - Trạm,forward
08:30:00,08:31:00,2025-07-21 11:34:08.330029,99,1,2025-07-21 11:34:08.330029,Chuyến đi lúc 08:30 - Trạm,forward
08:32:00,08:33:00,2025-07-21 11:34:08.846234,100,2,2025-07-21 11:34:08.846234,Chuyến đi lúc 08:30 - Trạm,forward
08:34:00,08:35:00,2025-07-21 11:34:09.242794,101,3,2025-07-21 11:34:09.242794,Chuyến đi lúc 08:30 - Trạm,forward
08:36:00,08:37:00,2025-07-21 11:34:09.590529,102,4,2025-07-21 11:34:09.590529,Chuyến đi lúc 08:30 - Trạm,forward
08:38:00,08:39:00,2025-07-21 11:34:09.962114,103,5,2025-07-21 11:34:09.962114,Chuyến đi lúc 08:30 - Trạm,forward
08:40:00,08:41:00,2025-07-21 11:34:10.602905,104,6,2025-07-21 11:34:10.602905,Chuyến đi lúc 08:30 - Trạm,forward
08:42:00,08:43:00,2025-07-21 11:34:11.319501,105,7,2025-07-21 11:34:11.319501,Chuyến đi lúc 08:30 - Trạm,forward
08:44:00,08:45:00,2025-07-21 11:34:12.114959,106,8,2025-07-21 11:34:12.114959,Chuyến đi lúc 08:30 - Trạm,forward
08:46:00,08:47:00,2025-07-21 11:34:12.926242,107,9,2025-07-21 11:34:12.926242,Chuyến đi lúc 08:30 - Trạm,forward
08:48:00,08:49:00,2025-07-21 11:34:13.453569,108,10,2025-07-21 11:34:13.453569,Chuyến đi lúc 08:30 - Trạm,forward
08:50:00,08:51:00,2025-07-21 11:34:13.703899,109,11,2025-07-21 11:34:13.703899,Chuyến đi lúc 08:30 - Trạm,forward
08:52:00,08:53:00,2025-07-21 11:34:14.17556,110,12,2025-07-21 11:34:14.17556,Chuyến đi lúc 08:30 - Trạm,forward
08:54:00,08:55:00,2025-07-21 11:34:14.673173,111,13,2025-07-21 11:34:14.673173,Chuyến đi lúc 08:30 - Trạm,forward
08:56:00,08:57:00,2025-07-21 11:34:15.12624,112,14,2025-07-21 11:34:15.12624,Chuyến đi lúc 08:30 - Trạm,forward
09:00:00,09:01:00,2025-07-21 11:34:15.437944,113,1,2025-07-21 11:34:15.437944,Chuyến đi lúc 09:00 - Trạm,forward
09:02:00,09:03:00,2025-07-21 11:34:15.747611,114,2,2025-07-21 11:34:15.747611,Chuyến đi lúc 09:00 - Trạm,forward
09:04:00,09:05:00,2025-07-21 11:34:16.114835,115,3,2025-07-21 11:34:16.114835,Chuyến đi lúc 09:00 - Trạm,forward
09:06:00,09:07:00,2025-07-21 11:34:16.572143,116,4,2025-07-21 11:34:16.572143,Chuyến đi lúc 09:00 - Trạm,forward
09:08:00,09:09:00,2025-07-21 11:34:16.981918,117,5,2025-07-21 11:34:16.981918,Chuyến đi lúc 09:00 - Trạm,forward
09:10:00,09:11:00,2025-07-21 11:34:17.294798,118,6,2025-07-21 11:34:17.294798,Chuyến đi lúc 09:00 - Trạm,forward
09:12:00,09:13:00,2025-07-21 11:34:17.977186,119,7,2025-07-21 11:34:17.977186,Chuyến đi lúc 09:00 - Trạm,forward
09:14:00,09:15:00,2025-07-21 11:34:18.659443,120,8,2025-07-21 11:34:18.659443,Chuyến đi lúc 09:00 - Trạm,forward
09:16:00,09:17:00,2025-07-21 11:34:18.975049,121,9,2025-07-21 11:34:18.975049,Chuyến đi lúc 09:00 - Trạm,forward
09:18:00,09:19:00,2025-07-21 11:34:19.419076,122,10,2025-07-21 11:34:19.419076,Chuyến đi lúc 09:00 - Trạm,forward
09:20:00,09:21:00,2025-07-21 11:34:20.107731,123,11,2025-07-21 11:34:20.107731,Chuyến đi lúc 09:00 - Trạm,forward
09:22:00,09:23:00,2025-07-21 11:34:20.409069,124,12,2025-07-21 11:34:20.409069,Chuyến đi lúc 09:00 - Trạm,forward
09:24:00,09:25:00,2025-07-21 11:34:20.93047,125,13,2025-07-21 11:34:20.93047,Chuyến đi lúc 09:00 - Trạm,forward
09:26:00,09:27:00,2025-07-21 11:34:21.849413,126,14,2025-07-21 11:34:21.849413,Chuyến đi lúc 09:00 - Trạm,forward
09:30:00,09:31:00,2025-07-21 11:34:22.363118,127,1,2025-07-21 11:34:22.363118,Chuyến đi lúc 09:30 - Trạm,forward
09:32:00,09:33:00,2025-07-21 11:34:22.875906,128,2,2025-07-21 11:34:22.875906,Chuyến đi lúc 09:30 - Trạm,forward
09:34:00,09:35:00,2025-07-21 11:34:23.172829,129,3,2025-07-21 11:34:23.172829,Chuyến đi lúc 09:30 - Trạm,forward
09:36:00,09:37:00,2025-07-21 11:34:23.482642,130,4,2025-07-21 11:34:23.482642,Chuyến đi lúc 09:30 - Trạm,forward
09:38:00,09:39:00,2025-07-21 11:34:23.994706,131,5,2025-07-21 11:34:23.994706,Chuyến đi lúc 09:30 - Trạm,forward
09:40:00,09:41:00,2025-07-21 11:34:24.441894,132,6,2025-07-21 11:34:24.441894,Chuyến đi lúc 09:30 - Trạm,forward
09:42:00,09:43:00,2025-07-21 11:34:24.721127,133,7,2025-07-21 11:34:24.721127,Chuyến đi lúc 09:30 - Trạm,forward
09:44:00,09:45:00,2025-07-21 11:34:25.134179,134,8,2025-07-21 11:34:25.134179,Chuyến đi lúc 09:30 - Trạm,forward
09:46:00,09:47:00,2025-07-21 11:34:25.627721,135,9,2025-07-21 11:34:25.627721,Chuyến đi lúc 09:30 - Trạm,forward
09:48:00,09:49:00,2025-07-21 11:34:25.892061,136,10,2025-07-21 11:34:25.892061,Chuyến đi lúc 09:30 - Trạm,forward
09:50:00,09:51:00,2025-07-21 11:34:26.347831,137,11,2025-07-21 11:34:26.347831,Chuyến đi lúc 09:30 - Trạm,forward
09:52:00,09:53:00,2025-07-21 11:34:26.594175,138,12,2025-07-21 11:34:26.594175,Chuyến đi lúc 09:30 - Trạm,forward
09:54:00,09:55:00,2025-07-21 11:34:26.864705,139,13,2025-07-21 11:34:26.864705,Chuyến đi lúc 09:30 - Trạm,forward
09:56:00,09:57:00,2025-07-21 11:34:27.206164,140,14,2025-07-21 11:34:27.206164,Chuyến đi lúc 09:30 - Trạm,forward
10:00:00,10:01:00,2025-07-21 11:34:27.472305,141,1,2025-07-21 11:34:27.472305,Chuyến đi lúc 10:00 - Trạm,forward
10:02:00,10:03:00,2025-07-21 11:34:27.734839,142,2,2025-07-21 11:34:27.734839,Chuyến đi lúc 10:00 - Trạm,forward
10:04:00,10:05:00,2025-07-21 11:34:28.104158,143,3,2025-07-21 11:34:28.104158,Chuyến đi lúc 10:00 - Trạm,forward
10:06:00,10:07:00,2025-07-21 11:34:28.429002,144,4,2025-07-21 11:34:28.429002,Chuyến đi lúc 10:00 - Trạm,forward
10:08:00,10:09:00,2025-07-21 11:34:28.757844,145,5,2025-07-21 11:34:28.757844,Chuyến đi lúc 10:00 - Trạm,forward
10:10:00,10:11:00,2025-07-21 11:34:29.264279,146,6,2025-07-21 11:34:29.264279,Chuyến đi lúc 10:00 - Trạm,forward
10:12:00,10:13:00,2025-07-21 11:34:29.937451,147,7,2025-07-21 11:34:29.937451,Chuyến đi lúc 10:00 - Trạm,forward
10:14:00,10:15:00,2025-07-21 11:34:30.23796,148,8,2025-07-21 11:34:30.23796,Chuyến đi lúc 10:00 - Trạm,forward
10:16:00,10:17:00,2025-07-21 11:34:30.57918,149,9,2025-07-21 11:34:30.57918,Chuyến đi lúc 10:00 - Trạm,forward
10:18:00,10:19:00,2025-07-21 11:34:31.190772,150,10,2025-07-21 11:34:31.190772,Chuyến đi lúc 10:00 - Trạm,forward
10:20:00,10:21:00,2025-07-21 11:34:31.720375,151,11,2025-07-21 11:34:31.720375,Chuyến đi lúc 10:00 - Trạm,forward
10:22:00,10:23:00,2025-07-21 11:34:32.01769,152,12,2025-07-21 11:34:32.01769,Chuyến đi lúc 10:00 - Trạm,forward
10:24:00,10:25:00,2025-07-21 11:34:32.278073,153,13,2025-07-21 11:34:32.278073,Chuyến đi lúc 10:00 - Trạm,forward
10:26:00,10:27:00,2025-07-21 11:34:32.740224,154,14,2025-07-21 11:34:32.740224,Chuyến đi lúc 10:00 - Trạm,forward
10:30:00,10:31:00,2025-07-21 11:34:33.199061,155,1,2025-07-21 11:34:33.199061,Chuyến đi lúc 10:30 - Trạm,forward
10:32:00,10:33:00,2025-07-21 11:34:33.40802,156,2,2025-07-21 11:34:33.40802,Chuyến đi lúc 10:30 - Trạm,forward
10:34:00,10:35:00,2025-07-21 11:34:33.815562,157,3,2025-07-21 11:34:33.815562,Chuyến đi lúc 10:30 - Trạm,forward
10:36:00,10:37:00,2025-07-21 11:34:34.327799,158,4,2025-07-21 11:34:34.327799,Chuyến đi lúc 10:30 - Trạm,forward
10:38:00,10:39:00,2025-07-21 11:34:34.807103,159,5,2025-07-21 11:34:34.807103,Chuyến đi lúc 10:30 - Trạm,forward
10:40:00,10:41:00,2025-07-21 11:34:35.396788,160,6,2025-07-21 11:34:35.396788,Chuyến đi lúc 10:30 - Trạm,forward
10:42:00,10:43:00,2025-07-21 11:34:36.016456,161,7,2025-07-21 11:34:36.016456,Chuyến đi lúc 10:30 - Trạm,forward
10:44:00,10:45:00,2025-07-21 11:34:36.377553,162,8,2025-07-21 11:34:36.377553,Chuyến đi lúc 10:30 - Trạm,forward
10:46:00,10:47:00,2025-07-21 11:34:36.738386,163,9,2025-07-21 11:34:36.738386,Chuyến đi lúc 10:30 - Trạm,forward
10:48:00,10:49:00,2025-07-21 11:34:37.301021,164,10,2025-07-21 11:34:37.301021,Chuyến đi lúc 10:30 - Trạm,forward
10:50:00,10:51:00,2025-07-21 11:34:37.847631,165,11,2025-07-21 11:34:37.847631,Chuyến đi lúc 10:30 - Trạm,forward
10:52:00,10:53:00,2025-07-21 11:34:38.243501,166,12,2025-07-21 11:34:38.243501,Chuyến đi lúc 10:30 - Trạm,forward
10:54:00,10:55:00,2025-07-21 11:34:38.538334,167,13,2025-07-21 11:34:38.538334,Chuyến đi lúc 10:30 - Trạm,forward
10:56:00,10:57:00,2025-07-21 11:34:39.075889,168,14,2025-07-21 11:34:39.075889,Chuyến đi lúc 10:30 - Trạm,forward
11:00:00,11:01:00,2025-07-21 11:34:39.649169,169,1,2025-07-21 11:34:39.649169,Chuyến đi lúc 11:00 - Trạm,forward
11:02:00,11:03:00,2025-07-21 11:34:40.068114,170,2,2025-07-21 11:34:40.068114,Chuyến đi lúc 11:00 - Trạm,forward
11:04:00,11:05:00,2025-07-21 11:34:40.477393,171,3,2025-07-21 11:34:40.477393,Chuyến đi lúc 11:00 - Trạm,forward
11:06:00,11:07:00,2025-07-21 11:34:40.881058,172,4,2025-07-21 11:34:40.881058,Chuyến đi lúc 11:00 - Trạm,forward
11:08:00,11:09:00,2025-07-21 11:34:41.293312,173,5,2025-07-21 11:34:41.293312,Chuyến đi lúc 11:00 - Trạm,forward
11:10:00,11:11:00,2025-07-21 11:34:41.812207,174,6,2025-07-21 11:34:41.812207,Chuyến đi lúc 11:00 - Trạm,forward
11:12:00,11:13:00,2025-07-21 11:34:42.136007,175,7,2025-07-21 11:34:42.136007,Chuyến đi lúc 11:00 - Trạm,forward
11:14:00,11:15:00,2025-07-21 11:34:42.472106,176,8,2025-07-21 11:34:42.472106,Chuyến đi lúc 11:00 - Trạm,forward
11:16:00,11:17:00,2025-07-21 11:34:42.776973,177,9,2025-07-21 11:34:42.776973,Chuyến đi lúc 11:00 - Trạm,forward
11:18:00,11:19:00,2025-07-21 11:34:43.091649,178,10,2025-07-21 11:34:43.091649,Chuyến đi lúc 11:00 - Trạm,forward
11:20:00,11:21:00,2025-07-21 11:34:43.442958,179,11,2025-07-21 11:34:43.442958,Chuyến đi lúc 11:00 - Trạm,forward
11:22:00,11:23:00,2025-07-21 11:34:43.757404,180,12,2025-07-21 11:34:43.757404,Chuyến đi lúc 11:00 - Trạm,forward
11:24:00,11:25:00,2025-07-21 11:34:44.073382,181,13,2025-07-21 11:34:44.073382,Chuyến đi lúc 11:00 - Trạm,forward
11:26:00,11:27:00,2025-07-21 11:34:44.412211,182,14,2025-07-21 11:34:44.412211,Chuyến đi lúc 11:00 - Trạm,forward
11:30:00,11:31:00,2025-07-21 11:34:44.672045,183,1,2025-07-21 11:34:44.672045,Chuyến đi lúc 11:30 - Trạm,forward
11:32:00,11:33:00,2025-07-21 11:34:45.084601,184,2,2025-07-21 11:34:45.084601,Chuyến đi lúc 11:30 - Trạm,forward
11:34:00,11:35:00,2025-07-21 11:34:45.544475,185,3,2025-07-21 11:34:45.544475,Chuyến đi lúc 11:30 - Trạm,forward
11:36:00,11:37:00,2025-07-21 11:34:45.953975,186,4,2025-07-21 11:34:45.953975,Chuyến đi lúc 11:30 - Trạm,forward
11:38:00,11:39:00,2025-07-21 11:34:46.421027,187,5,2025-07-21 11:34:46.421027,Chuyến đi lúc 11:30 - Trạm,forward
11:40:00,11:41:00,2025-07-21 11:34:46.770526,188,6,2025-07-21 11:34:46.770526,Chuyến đi lúc 11:30 - Trạm,forward
11:42:00,11:43:00,2025-07-21 11:34:47.139821,189,7,2025-07-21 11:34:47.139821,Chuyến đi lúc 11:30 - Trạm,forward
11:44:00,11:45:00,2025-07-21 11:34:47.384116,190,8,2025-07-21 11:34:47.384116,Chuyến đi lúc 11:30 - Trạm,forward
11:46:00,11:47:00,2025-07-21 11:34:47.961574,191,9,2025-07-21 11:34:47.961574,Chuyến đi lúc 11:30 - Trạm,forward
11:48:00,11:49:00,2025-07-21 11:34:48.263967,192,10,2025-07-21 11:34:48.263967,Chuyến đi lúc 11:30 - Trạm,forward
11:50:00,11:51:00,2025-07-21 11:34:48.562844,193,11,2025-07-21 11:34:48.562844,Chuyến đi lúc 11:30 - Trạm,forward
