actual_price,in_trip,created_at,fare_matrix_id,ticket_id,ticket_type_id,updated_at,valid_from,valid_until,ticket_code,name,status
300000,false,2025-07-21 19:21:37.313605,,18,2,2025-07-21 19:21:37.313605,2025-07-21 19:21:37.313605,2025-08-20 19:21:37.313605,MT2025072119213762F5E,Vé tháng,PENDING
300000,false,2025-07-21 19:21:37.907627,,19,6,2025-07-21 19:21:37.907627,2025-07-21 19:21:37.907627,2025-08-20 19:21:37.907627,MT202507211921373F580,Vé tháng,PENDING
300000,false,2025-07-21 19:21:54.649602,,20,1,2025-07-21 19:21:54.649602,2025-07-21 19:21:54.649602,2025-08-20 19:21:54.649602,MT20250721192154B12FD,Vé tháng,PENDING
300000,false,2025-07-21 19:21:55.083061,,21,4,2025-07-21 19:21:55.083061,2025-07-21 19:21:55.082062,2025-08-20 19:21:55.082062,MT20250721192155794E3,Vé tháng,PENDING
300000,false,2025-07-21 19:21:55.609448,,22,2,2025-07-21 19:21:55.609448,2025-07-21 19:21:55.608446,2025-08-20 19:21:55.608446,MT202507211921559A2BC,Vé tháng,PENDING
300000,false,2025-07-21 19:21:56.17051,,23,5,2025-07-21 19:21:56.17051,2025-07-21 19:21:56.17051,2025-08-20 19:21:56.17051,MT2025072119215648788,Vé tháng,PENDING
300000,false,2025-07-21 19:21:56.715011,,24,1,2025-07-21 19:21:56.715011,2025-07-21 19:21:56.715011,2025-08-20 19:21:56.715011,MT20250721192156D3CA8,Vé tháng,PENDING
300000,false,2025-07-21 19:21:57.142112,,25,6,2025-07-21 19:21:57.142112,2025-07-21 19:21:57.141108,2025-08-20 19:21:57.141108,MT202507211921575A1F3,Vé tháng,PENDING
300000,false,2025-07-21 19:22:03.89296,,26,4,2025-07-21 19:22:03.89296,2025-07-21 19:22:03.89296,2025-08-20 19:22:03.89296,MT2025072119220330B9E,Vé tháng,PENDING
300000,false,2025-07-21 19:22:04.357427,,27,4,2025-07-21 19:22:04.357427,2025-07-21 19:22:04.357427,2025-08-20 19:22:04.357427,MT20250721192204D6841,Vé tháng,PENDING
300000,false,2025-07-21 19:22:04.832286,,28,6,2025-07-21 19:22:04.832286,2025-07-21 19:22:04.831231,2025-08-20 19:22:04.831231,MT20250721192204D3D47,Vé tháng,PENDING
300000,false,2025-07-21 19:22:05.257796,,29,1,2025-07-21 19:22:05.257796,2025-07-21 19:22:05.257796,2025-08-20 19:22:05.257796,MT20250721192205DB244,Vé tháng,PENDING
300000,false,2025-07-21 19:22:05.567611,,30,3,2025-07-21 19:22:05.567611,2025-07-21 19:22:05.567002,2025-08-20 19:22:05.567002,MT202507211922053FAB3,Vé tháng,PENDING
300000,false,2025-07-21 19:22:05.90371,,31,4,2025-07-21 19:22:05.90371,2025-07-21 19:22:05.90371,2025-08-20 19:22:05.90371,MT20250721192205E608A,Vé tháng,PENDING
300000,false,2025-07-21 19:22:06.240908,,32,3,2025-07-21 19:22:06.240908,2025-07-21 19:22:06.240908,2025-08-20 19:22:06.240908,MT202507211922067E3B2,Vé tháng,PENDING
300000,false,2025-07-21 19:22:06.626135,,33,3,2025-07-21 19:22:06.626135,2025-07-21 19:22:06.625134,2025-08-20 19:22:06.625134,MT2025072119220641018,Vé tháng,PENDING
300000,false,2025-07-21 19:22:06.946937,,34,3,2025-07-21 19:22:06.946937,2025-07-21 19:22:06.946937,2025-08-20 19:22:06.946937,MT2025072119220690DFC,Vé tháng,PENDING
300000,false,2025-07-21 19:22:07.296655,,35,1,2025-07-21 19:22:07.296655,2025-07-21 19:22:07.296655,2025-08-20 19:22:07.296655,MT20250721192207B7861,Vé tháng,PENDING
300000,false,2025-07-21 19:22:07.643526,,36,1,2025-07-21 19:22:07.643526,2025-07-21 19:22:07.643526,2025-08-20 19:22:07.643526,MT20250721192207712FD,Vé tháng,PENDING
300000,false,2025-07-21 19:22:07.973686,,37,5,2025-07-21 19:22:07.973686,2025-07-21 19:22:07.97265,2025-08-20 19:22:07.97265,MT202507211922079D88C,Vé tháng,PENDING
300000,false,2025-07-21 19:22:08.325924,,38,1,2025-07-21 19:22:08.325924,2025-07-21 19:22:08.325924,2025-08-20 19:22:08.325924,MT2025072119220873950,Vé tháng,PENDING
300000,false,2025-07-21 19:22:08.655587,,39,4,2025-07-21 19:22:08.655587,2025-07-21 19:22:08.654712,2025-08-20 19:22:08.654712,MT202507211922083711D,Vé tháng,PENDING
300000,false,2025-07-21 19:22:09.052668,,40,2,2025-07-21 19:22:09.052668,2025-07-21 19:22:09.052668,2025-08-20 19:22:09.052668,MT2025072119220950443,Vé tháng,PENDING
300000,false,2025-07-21 19:22:09.99225,,41,5,2025-07-21 19:22:09.99225,2025-07-21 19:22:09.991234,2025-08-20 19:22:09.991234,MT20250721192209EB20F,Vé tháng,PENDING
300000,false,2025-07-21 19:22:10.314941,,42,3,2025-07-21 19:22:10.314941,2025-07-21 19:22:10.313937,2025-08-20 19:22:10.313937,MT20250721192210E0340,Vé tháng,PENDING
300000,false,2025-07-21 19:22:10.731863,,43,3,2025-07-21 19:22:10.731863,2025-07-21 19:22:10.731353,2025-08-20 19:22:10.731353,MT20250721192210474E0,Vé tháng,PENDING
300000,false,2025-07-21 19:22:11.093077,,44,4,2025-07-21 19:22:11.093077,2025-07-21 19:22:11.092075,2025-08-20 19:22:11.092075,MT202507211922117286F,Vé tháng,PENDING
300000,false,2025-07-21 19:22:11.494531,,45,5,2025-07-21 19:22:11.494531,2025-07-21 19:22:11.493018,2025-08-20 19:22:11.493018,MT2025072119221158347,Vé tháng,PENDING
300000,false,2025-07-21 19:22:11.957676,,46,1,2025-07-21 19:22:11.957676,2025-07-21 19:22:11.957676,2025-08-20 19:22:11.957676,MT20250721192211DEA4D,Vé tháng,PENDING
300000,false,2025-07-21 19:22:12.357961,,47,6,2025-07-21 19:22:12.357961,2025-07-21 19:22:12.356959,2025-08-20 19:22:12.356959,MT2025072119221288E9A,Vé tháng,PENDING
300000,false,2025-07-21 19:22:12.733607,,48,3,2025-07-21 19:22:12.733607,2025-07-21 19:22:12.733607,2025-08-20 19:22:12.733607,MT2025072119221218AC6,Vé tháng,PENDING
300000,false,2025-07-21 19:22:13.139111,,49,5,2025-07-21 19:22:13.139111,2025-07-21 19:22:13.139111,2025-08-20 19:22:13.139111,MT2025072119221336C9B,Vé tháng,PENDING
300000,false,2025-07-21 19:22:13.476696,,50,3,2025-07-21 19:22:13.476696,2025-07-21 19:22:13.476696,2025-08-20 19:22:13.476696,MT202507211922133E405,Vé tháng,PENDING
300000,false,2025-07-21 19:22:13.877667,,51,2,2025-07-21 19:22:13.877667,2025-07-21 19:22:13.876666,2025-08-20 19:22:13.876666,MT202507211922137F40D,Vé tháng,PENDING
300000,false,2025-07-21 19:22:14.41716,,52,5,2025-07-21 19:22:14.41716,2025-07-21 19:22:14.416148,2025-08-20 19:22:14.416148,MT2025072119221425FF1,Vé tháng,PENDING
300000,false,2025-07-21 19:22:14.896011,,53,5,2025-07-21 19:22:14.896011,2025-07-21 19:22:14.896011,2025-08-20 19:22:14.896011,MT20250721192214371DE,Vé tháng,PENDING
300000,false,2025-07-21 19:22:15.290553,,54,3,2025-07-21 19:22:15.290553,2025-07-21 19:22:15.290553,2025-08-20 19:22:15.290553,MT202507211922150031F,Vé tháng,PENDING
300000,false,2025-07-21 19:22:15.657739,,55,2,2025-07-21 19:22:15.657739,2025-07-21 19:22:15.656737,2025-08-20 19:22:15.656737,MT202507211922154B93E,Vé tháng,PENDING
300000,false,2025-07-21 19:22:16.211401,,56,6,2025-07-21 19:22:16.211401,2025-07-21 19:22:16.211401,2025-08-20 19:22:16.211401,MT202507211922160FF58,Vé tháng,PENDING
300000,false,2025-07-21 19:22:16.677996,,57,4,2025-07-21 19:22:16.677996,2025-07-21 19:22:16.676996,2025-08-20 19:22:16.676996,MT2025072119221643933,Vé tháng,PENDING
300000,false,2025-07-21 19:22:17.159591,,58,6,2025-07-21 19:22:17.159591,2025-07-21 19:22:17.158588,2025-08-20 19:22:17.158588,MT20250721192217FFC83,Vé tháng,PENDING
300000,false,2025-07-21 19:22:17.684433,,59,3,2025-07-21 19:22:17.684433,2025-07-21 19:22:17.683434,2025-08-20 19:22:17.683434,MT202507211922177FC86,Vé tháng,PENDING
300000,false,2025-07-21 19:22:18.267216,,60,5,2025-07-21 19:22:18.267216,2025-07-21 19:22:18.266215,2025-08-20 19:22:18.266215,MT2025072119221891E91,Vé tháng,PENDING
300000,false,2025-07-21 19:22:18.65137,,61,1,2025-07-21 19:22:18.65137,2025-07-21 19:22:18.65137,2025-08-20 19:22:18.65137,MT202507211922186408E,Vé tháng,PENDING
300000,false,2025-07-21 19:22:19.209868,,62,1,2025-07-21 19:22:19.209868,2025-07-21 19:22:19.208864,2025-08-20 19:22:19.208864,MT2025072119221929025,Vé tháng,PENDING
300000,false,2025-07-21 19:22:19.693841,,63,2,2025-07-21 19:22:19.693841,2025-07-21 19:22:19.693841,2025-08-20 19:22:19.693841,MT20250721192219CA501,Vé tháng,PENDING
300000,false,2025-07-21 19:22:20.152086,,64,5,2025-07-21 19:22:20.152086,2025-07-21 19:22:20.152086,2025-08-20 19:22:20.152086,MT202507211922204FF8B,Vé tháng,PENDING
300000,false,2025-07-21 19:22:20.659547,,65,6,2025-07-21 19:22:20.659547,2025-07-21 19:22:20.659547,2025-08-20 19:22:20.659547,MT20250721192220DDCEB,Vé tháng,PENDING
300000,false,2025-07-21 19:22:21.128704,,66,4,2025-07-21 19:22:21.128704,2025-07-21 19:22:21.128704,2025-08-20 19:22:21.128704,MT20250721192221979D7,Vé tháng,PENDING
300000,false,2025-07-21 19:22:21.599334,,67,3,2025-07-21 19:22:21.599334,2025-07-21 19:22:21.599334,2025-08-20 19:22:21.599334,MT20250721192221F589E,Vé tháng,PENDING
300000,false,2025-07-21 19:22:22.213482,,68,2,2025-07-21 19:22:22.213482,2025-07-21 19:22:22.213482,2025-08-20 19:22:22.213482,MT2025072119222269321,Vé tháng,PENDING
300000,false,2025-07-21 19:22:22.758888,,69,2,2025-07-21 19:22:22.758888,2025-07-21 19:22:22.757887,2025-08-20 19:22:22.757887,MT2025072119222221A29,Vé tháng,PENDING
300000,false,2025-07-21 19:22:23.116526,,70,5,2025-07-21 19:22:23.116526,2025-07-21 19:22:23.116526,2025-08-20 19:22:23.116526,MT20250721192223AF589,Vé tháng,PENDING
300000,false,2025-07-21 19:22:23.455422,,71,2,2025-07-21 19:22:23.455422,2025-07-21 19:22:23.455422,2025-08-20 19:22:23.455422,MT20250721192223DE375,Vé tháng,PENDING
20000,false,2025-07-21 19:22:21.96417,,72,3,2025-07-21 19:22:21.96417,2025-07-21 19:22:21.96417,2025-08-20 19:22:21.96417,MT20250721192221FC56C,Vé 1 ngày,PENDING
300000,false,2025-07-21 19:22:24.35995,,74,4,2025-07-21 19:22:24.35995,2025-07-21 19:22:24.35995,2025-08-20 19:22:24.35995,MT202507211922242B53A,Vé tháng,PENDING
300000,false,2025-07-21 19:22:24.699279,,75,1,2025-07-21 19:22:24.699279,2025-07-21 19:22:24.699279,2025-08-20 19:22:24.699279,MT202507211922241A371,Vé tháng,PENDING
300000,false,2025-07-21 19:22:25.111544,,76,3,2025-07-21 19:22:25.111544,2025-07-21 19:22:25.11053,2025-08-20 19:22:25.11053,MT202507211922258422B,Vé tháng,PENDING
300000,false,2025-07-21 19:22:25.515468,,77,4,2025-07-21 19:22:25.515468,2025-07-21 19:22:25.515468,2025-08-20 19:22:25.515468,MT20250721192225EB7DF,Vé tháng,PENDING
300000,false,2025-07-21 19:22:25.908046,,78,3,2025-07-21 19:22:25.908046,2025-07-21 19:22:25.907877,2025-08-20 19:22:25.907877,MT20250721192225F3248,Vé tháng,PENDING
300000,false,2025-07-21 19:22:26.423073,,79,2,2025-07-21 19:22:26.423073,2025-07-21 19:22:26.422074,2025-08-20 19:22:26.422074,MT202507211922263ED9E,Vé tháng,PENDING
300000,false,2025-07-21 19:22:26.734005,,80,2,2025-07-21 19:22:26.734005,2025-07-21 19:22:26.734005,2025-08-20 19:22:26.734005,MT20250721192226CA11E,Vé tháng,PENDING
300000,false,2025-07-21 19:22:27.072786,,81,3,2025-07-21 19:22:27.072786,2025-07-21 19:22:27.072786,2025-08-20 19:22:27.072786,MT202507211922273FB75,Vé tháng,PENDING
300000,false,2025-07-21 19:22:27.414957,,82,3,2025-07-21 19:22:27.414957,2025-07-21 19:22:27.414957,2025-08-20 19:22:27.414957,MT2025072119222749DA9,Vé tháng,PENDING
300000,false,2025-07-21 19:22:27.727238,,83,1,2025-07-21 19:22:27.727238,2025-07-21 19:22:27.727238,2025-08-20 19:22:27.727238,MT20250721192227A9A80,Vé tháng,PENDING
300000,false,2025-07-21 19:22:28.034602,,84,4,2025-07-21 19:22:28.034602,2025-07-21 19:22:28.034602,2025-08-20 19:22:28.034602,MT20250721192228300AF,Vé tháng,PENDING
300000,false,2025-07-21 19:22:28.359179,,85,5,2025-07-21 19:22:28.359179,2025-07-21 19:22:28.359179,2025-08-20 19:22:28.359179,MT20250721192228E540B,Vé tháng,PENDING
300000,false,2025-07-21 19:22:28.70368,,86,6,2025-07-21 19:22:28.70368,2025-07-21 19:22:28.70368,2025-08-20 19:22:28.70368,MT2025072119222855726,Vé tháng,PENDING
300000,false,2025-07-21 19:22:29.153859,,87,5,2025-07-21 19:22:29.153859,2025-07-21 19:22:29.153859,2025-08-20 19:22:29.153859,MT2025072119222967ADB,Vé tháng,PENDING
300000,false,2025-07-21 19:22:29.985112,,88,2,2025-07-21 19:22:29.985112,2025-07-21 19:22:29.985112,2025-08-20 19:22:29.985112,MT2025072119222943346,Vé tháng,PENDING
300000,false,2025-07-21 19:22:30.664921,,89,4,2025-07-21 19:22:30.664921,2025-07-21 19:22:30.663867,2025-08-20 19:22:30.663867,MT202507211922306F979,Vé tháng,PENDING
300000,false,2025-07-21 19:22:30.990137,,90,2,2025-07-21 19:22:30.990137,2025-07-21 19:22:30.990137,2025-08-20 19:22:30.990137,MT2025072119223038BF1,Vé tháng,PENDING
300000,false,2025-07-21 19:22:31.341494,,91,4,2025-07-21 19:22:31.341494,2025-07-21 19:22:31.341494,2025-08-20 19:22:31.341494,MT202507211922316CE78,Vé tháng,PENDING
300000,false,2025-07-21 19:22:31.697083,,92,4,2025-07-21 19:22:31.697083,2025-07-21 19:22:31.697083,2025-08-20 19:22:31.697083,MT202507211922313B472,Vé tháng,PENDING
300000,false,2025-07-21 19:22:32.23802,,93,4,2025-07-21 19:22:32.23802,2025-07-21 19:22:32.237017,2025-08-20 19:22:32.237017,MT2025072119223209C68,Vé tháng,PENDING
300000,false,2025-07-21 19:22:32.654976,,94,1,2025-07-21 19:22:32.654976,2025-07-21 19:22:32.654455,2025-08-20 19:22:32.654455,MT202507211922328EED7,Vé tháng,PENDING
300000,false,2025-07-21 19:22:33.058917,,95,5,2025-07-21 19:22:33.058917,2025-07-21 19:22:33.058408,2025-08-20 19:22:33.058408,MT20250721192233A22EF,Vé tháng,PENDING
300000,false,2025-07-21 19:22:33.433158,,96,6,2025-07-21 19:22:33.433158,2025-07-21 19:22:33.433158,2025-08-20 19:22:33.433158,MT20250721192233E7FA6,Vé tháng,PENDING
300000,false,2025-07-21 19:22:33.819916,,97,5,2025-07-21 19:22:33.819916,2025-07-21 19:22:33.819916,2025-08-20 19:22:33.819916,MT20250721192233DCDDD,Vé tháng,PENDING
300000,false,2025-07-21 19:22:34.252112,,98,3,2025-07-21 19:22:34.252112,2025-07-21 19:22:34.25157,2025-08-20 19:22:34.25157,MT20250721192234F4CC5,Vé tháng,PENDING
300000,false,2025-07-21 19:22:34.64649,,99,6,2025-07-21 19:22:34.64649,2025-07-21 19:22:34.64649,2025-08-20 19:22:34.64649,MT2025072119223452EA0,Vé tháng,PENDING
300000,false,2025-07-21 19:22:34.97182,,100,1,2025-07-21 19:22:34.97182,2025-07-21 19:22:34.97182,2025-08-20 19:22:34.97182,MT2025072119223427275,Vé tháng,PENDING
20000,false,2025-07-21 19:50:40.445618,,106,1,2025-07-21 19:50:40.445618,2025-07-21 19:50:40.445618,2025-08-20 19:50:40.445618,MT20250721195040CE3CD,Vé 1 ngày,PENDING
20000,false,2025-07-21 19:51:06.560959,,107,1,2025-07-21 19:51:06.560959,2025-07-21 19:51:06.560959,2025-08-20 19:51:06.560959,MT202507211951065CE01,Vé 1 ngày,PENDING
50000,false,2025-07-21 21:32:35.872619,,108,2,2025-07-21 21:32:57.328778,2025-07-21 21:32:35.864339,2025-08-20 21:32:35.864339,MT20250721213235F750A,Vé 3 ngày,NOT_USED
21000,false,2025-07-21 21:34:32.108643,11,109,5,2025-07-21 21:34:55.828686,2025-07-21 21:34:32.10664,2025-08-20 21:34:32.10664,MT2025072121343286473,Bến xe Miền Đông-Ba Son,NOT_USED
21000,false,2025-07-21 21:45:54.816674,13,110,5,2025-07-21 21:46:04.894945,2025-07-21 21:45:54.798537,2025-08-20 21:45:54.798537,MT20250721214554FB086,Bến xe Miền Đông-Bến Thành,CANCELLED
21000,false,2025-07-21 22:33:15.054744,26,111,5,2025-07-21 22:38:16.160987,2025-07-21 22:33:15.04421,2025-08-20 22:33:15.04421,MT20250721223314BC3C9,Trường Đại học Quốc gia-Bến Thành,EXPIRED
300000,true,2025-07-21 23:02:22.827349,,112,4,2025-07-22 07:55:19.339041,2025-07-21 23:02:22.811427,2025-08-20 23:03:48.976033,MT202507212302228D6E7,Vé tháng,USED
21000,false,2025-07-21 23:31:19.4498,13,113,5,2025-07-21 23:31:46.927425,2025-07-21 23:31:19.441751,2025-08-20 23:31:19.441751,MT20250721233119B58F4,Bến xe Miền Đông-Bến Thành,NOT_USED
300000,false,2025-07-21 23:32:53.021506,,114,4,2025-07-21 23:33:15.529582,2025-07-21 23:32:53.019161,2025-08-20 23:32:53.019161,MT20250721233253DF13A,Vé tháng,NOT_USED
15000,false,2025-07-21 23:40:37.377572,5,115,5,2025-07-21 23:40:37.377572,2025-07-21 23:40:37.372474,2025-08-20 23:40:37.372474,MT20250721234037602CD,Bến xe Miền Đông-Phước Long,PENDING
50000,false,2025-07-21 23:42:45.31585,,116,2,2025-07-21 23:42:57.450756,2025-07-21 23:42:45.314837,2025-08-20 23:42:45.314837,MT20250721234245DD9A8,Vé 3 ngày,CANCELLED
50000,false,2025-07-21 23:43:00.491699,,117,2,2025-07-21 23:43:20.746159,2025-07-21 23:43:00.491137,2025-08-20 23:43:00.491137,MT2025072123430082218,Vé 3 ngày,NOT_USED
150000,false,2025-07-21 23:45:47.616177,,118,6,2025-07-21 23:45:47.616177,2025-07-21 23:45:47.497551,2025-08-20 23:45:47.497551,MT202507212345479E1E9,Vé sinh viên,PENDING
150000,true,2025-07-21 23:48:06.249195,,119,6,2025-07-22 07:54:07.543222,2025-07-21 23:48:06.244082,2025-08-21 07:54:07.278625,MT202507212348069C4E9,Vé sinh viên,USED
150000,false,2025-07-21 23:50:31.249089,,120,6,2025-07-21 23:51:25.903041,2025-07-21 23:50:31.243253,2025-08-20 23:50:31.243253,MT202507212350315EAF7,Vé sinh viên,NOT_USED
150000,false,2025-07-21 23:50:31.249089,,121,6,2025-07-21 23:50:31.249089,2025-07-21 23:50:31.246795,2025-08-20 23:50:31.246795,MT2025072123503162B3C,Vé sinh viên,PENDING
15000,false,2025-07-21 23:52:02.331654,3,122,5,2025-07-21 23:52:33.972144,2025-07-21 23:52:02.331654,2025-08-20 23:52:02.331654,MT20250721235202447E7,Bến xe Miền Đông-Thủ Đức,NOT_USED
150000,false,2025-07-22 00:13:32.12997,,123,6,2025-07-22 00:13:56.302806,2025-07-22 00:13:32.125375,2025-08-21 00:13:32.125375,MT2025072200133282440,Vé sinh viên,NOT_USED
12000,false,2025-07-22 07:59:07.436469,42,124,5,2025-07-22 08:00:40.471405,2025-07-22 07:59:07.436469,2025-08-21 07:59:07.436469,MT202507220759070478B,Thủ Đức-Khu Công nghệ cao,EXPIRED
18000,true,2025-07-22 08:02:46.164001,146,125,5,2025-07-22 08:03:33.422587,2025-07-22 08:02:46.161872,2025-08-21 08:02:46.161872,MT202507220802465690B,Ba Son-Khu Công nghệ cao,USED
18000,false,2025-07-22 08:06:07.013999,146,126,5,2025-07-22 08:51:09.719978,2025-07-22 08:06:07.013999,2025-08-21 08:06:07.013999,MT202507220806074976E,Ba Son-Khu Công nghệ cao,EXPIRED
18000,false,2025-07-22 08:09:14.227217,146,127,5,2025-07-22 08:11:10.782821,2025-07-22 08:09:14.225994,2025-08-21 08:09:14.225994,MT20250722080914A7315,Ba Son-Khu Công nghệ cao,EXPIRED
15000,false,2025-07-22 08:32:43.757655,3,128,5,2025-07-22 08:38:25.84336,2025-07-22 08:32:43.75448,2025-08-21 08:32:43.75448,MT20250722083243F7BA7,Bến xe Miền Đông-Thủ Đức,EXPIRED
150000,true,2025-07-22 08:46:41.95542,,129,6,2025-07-22 08:49:45.894415,2025-07-22 08:46:41.954127,2025-08-21 08:49:45.617011,MT202507220846414253B,Vé sinh viên,USED
